album_id,name,length_sec
"157","Now I'm Here - Live At Milton Keynes Bowl / June 1982","378.2"
"157","Dragon Attack - Live At Milton Keynes Bowl / June 1982","256.013"
"157","Now I'm Here (Reprise) - Live At Milton Keynes Bowl / June 1982","140.533"
"157","Love of My Life - Live At Milton Keynes Bowl / June 1982","262.293"
"157","Save Me - Live At Milton Keynes Bowl / June 1982","240.773"
"157","Back Chat - Live At Milton Keynes Bowl / June 1982","300.96"
"157","Get Down Make Love - Live At Milton Keynes Bowl / June 1982","219.56"
"157","Guitar Solo - Live At Milton Keynes Bowl / June 1982","382.4"
"157","Under Pressure - Live At Milton Keynes Bowl / June 1982","227.426"
"157","Fat Bottomed Girls - Live At Milton Keynes Bowl / June 1982","325.146"
"157","Crazy Little Thing Called Love - Live At Milton Keynes Bowl / June 1982","255.013"
"157","Bohemian Rhapsody - Live At Milton Keynes Bowl / June 1982","338.2"
"157","Tie Your Mother Down - Live At Milton Keynes Bowl / June 1982","249.76"
"158","It's A Beautiful Day - Remastered 2011","154.066"
"158","Made In Heaven - 2011 Remaster","324.92"
"158","Let Me Live - Remastered 2011","285.973"
"158","Mother Love - 2011 Remaster","286.173"
"158","My Life Has Been Saved - Remastered 2011","195.386"
"158","I Was Born To Love You - 2011 Remaster","289.813"
"158","Heaven For Everyone - Remastered 2011","336.16"
"158","Too Much Love Will Kill You - Remastered 2011","259.213"
"158","You Don't Fool Me - Remastered 2011","324.853"
"158","A Winter's Tale - 2011 Remaster","230.16"
"158","It's A Beautiful Day (Reprise) - Remastered 2011","180.453"
"158","Yeah - Remastered 2011","4.066"
"158","Untitled - Remastered 2011","1354.933"
"158","Heaven For Everyone - Single Version","279.506"
"158","It's A Beautiful Day - B-Side Version / Remastered 2011","238.32"
"158","My Life Has Been Saved - 1989 B-Side Version / Remastered 2011","196.28"
"158","I Was Born To Love You - Vocals & Piano Version / Remastered 2011","175.226"
"158","Rock In Rio Blues - Live / B-Side / Remastered 2011","273.72"
"158","A Winter's Tale - Cosy Fireside Mix / Remastered 2011","229.2"
"159","It's A Beautiful Day - Remastered 2011","154.066"
"159","Made In Heaven - 2011 Remaster","324.92"
"159","Let Me Live - Remastered 2011","285.973"
"159","Mother Love - 2011 Remaster","286.173"
"159","My Life Has Been Saved - Remastered 2011","195.386"
"159","I Was Born To Love You - 2011 Remaster","289.813"
"159","Heaven For Everyone - Remastered 2011","336.16"
"159","Too Much Love Will Kill You - Remastered 2011","259.213"
"159","You Don't Fool Me - Remastered 2011","324.853"
"159","A Winter's Tale - 2011 Remaster","230.16"
"159","It's A Beautiful Day (Reprise) - Remastered 2011","180.453"
"159","Yeah - Remastered 2011","4.066"
"159","Untitled - Remastered 2011","1354.933"
"160","One Vision - Live At Wembley Stadium / July 1986","349.733"
"160","Tie Your Mother Down - Live At Wembley Stadium / July 1986","246.04"
"160","In the Lap of the Gods...Revisited - Live, Wembley Stadium, July 1986","149.493"
"160","Seven Seas of Rhye - Live At Wembley Stadium / July 1986","78.44"
"160","Tear It Up - Live At Wembley Stadium / July 1986","132.226"
"160","A Kind of Magic - Live At Wembley Stadium / July 1986","521.373"
"160","Under Pressure - Live At Wembley Stadium / July 1986","221"
"160","Another One Bites the Dust - Live At Wembley Stadium / July 1986","358.933"
"160","Who Wants to Live Forever - Live At Wembley Stadium / July 1986","247.56"
"160","I Want to Break Free - Live At Wembley Stadium / July 1986","214.2"
"160","Impromptu - Live At Wembley Stadium / July 1986","176.906"
"160","Brighton Rock Solo - Live At Wembley Stadium / July 1986","550.826"
"160","Now I'm Here - Live At Wembley Stadium / July 1986","380.173"
"160","Love of My Life - Live At Wembley Stadium / July 1986","288.8"
"160","Is This the World We Created? - Live At Wembley Stadium / July 1986","178.44"
"160","(You're So Square) Baby I Don't Care - Live At Wembley Stadium / July 1986","96.226"
"160","Hello Mary Lou (Goodbye Heart) - Live At Wembley Stadium / July 1986","110.666"
"160","Tutti Frutti - Live At Wembley Stadium / July 1986","204.24"
"160","Gimme Some Lovin' - Live At Wembley Stadium / July 1986","54.96"
"160","Bohemian Rhapsody - Live At Wembley Stadium / July 1986","350.573"
"161","Innuendo - Remastered 2011","393.026"
"161","I'm Going Slightly Mad - Remastered 2011","262.933"
"161","Headlong - Remastered 2011","277.773"
"161","I Can't Live With You - Remastered 2011","273.56"
"161","Don't Try So Hard - 2011 Remaster","219.826"
"161","Ride The Wild Wind - Remastered 2011","282.92"
"161","All God's People - Remastered 2011","261.653"
"161","These Are The Days Of Our Lives - 2011 Remaster","255.04"
"161","Delilah - Remastered 2011","214.56"
"161","The Hitman - Remastered 2011","296.626"
"161","Bijou - 2011 Remaster","216.866"
"161","The Show Must Go On - Remastered 2011","277.826"
"161","I Can't Live With You - 1997 Rocks Retake","287.893"
"161","Lost Opportunity - B-Side","231.8"
"161","Ride The Wild Wind - Early Version With Guide Vocal","254.12"
"161","I'm Going Slightly Mad - Mad Mix","275.693"
"161","Headlong - Embryo With Guide Vocal","284.373"
"162","Innuendo - Remastered 2011","393.026"
"162","I'm Going Slightly Mad - Remastered 2011","262.933"
"162","Headlong - Remastered 2011","277.773"
"162","I Can't Live With You - Remastered 2011","273.56"
"162","Don't Try So Hard - 2011 Remaster","219.826"
"162","Ride The Wild Wind - Remastered 2011","282.92"
"162","All God's People - Remastered 2011","261.653"
"162","These Are The Days Of Our Lives - 2011 Remaster","255.04"
"162","Delilah - Remastered 2011","214.56"
"162","The Hitman - Remastered 2011","296.626"
"162","Bijou - 2011 Remaster","216.866"
"162","The Show Must Go On - Remastered 2011","277.826"
"163","Party - Remastered 2011","144.893"
"163","Khashoggi's Ship - Remastered 2011","167.666"
"163","The Miracle - Remastered 2011","301.36"
"163","I Want It All - Remastered 2011","280.48"
"163","The Invisible Man - Remastered 2011","237.68"
"163","Breakthru - Remastered 2011","248.386"
"163","Rain Must Fall - Remastered 2011","263.293"
"163","Scandal - Remastered 2011","282.92"
"163","My Baby Does Me - Remastered 2011","202.8"
"163","Was It All Worth It - Remastered 2011","347.8"
"164","One Vision - Remastered 2011","311.026"
"164","A Kind Of Magic - Remastered 2011","264.253"
"164","One Year Of Love - Remastered 2011","267.48"
"164","Pain Is So Close To Pleasure - Remastered 2011","261.48"
"164","Friends Will Be Friends - Remastered 2011","246.906"
"164","Who Wants To Live Forever - Remastered 2011","315.653"
"164","Gimme The Prize - Remastered 2011","273.973"
"164","Don't Lose Your Head - Remastered 2011","278.133"
"164","Princes Of The Universe - Remastered 2011","213.826"
"164","A Kind Of Magic - Highlander Version","262.079"
"164","One Vision - Single Version","240.146"
"164","Pain Is So Close To Pleasure - Single Remix","237.546"
"164","Forever - Piano Version","200.693"
"164","A Kind Of Magic - Demo / August 1985","203.266"
"164","One Vision - Live At Wembley Stadium / Friday July 11th 1986","312.4"
"164","Friends Will Be Friends Will Be Friends - Remastered 2011","359.68"
"165","One Vision - Remastered 2011","311.026"
"165","A Kind Of Magic - Remastered 2011","264.253"
"165","One Year Of Love - Remastered 2011","267.48"
"165","Pain Is So Close To Pleasure - Remastered 2011","261.48"
"165","Friends Will Be Friends - Remastered 2011","246.906"
"165","Who Wants To Live Forever - Remastered 2011","315.653"
"165","Gimme The Prize - Remastered 2011","273.973"
"165","Don't Lose Your Head - Remastered 2011","278.133"
"165","Princes Of The Universe - Remastered 2011","213.826"
"166","Civil War - 2022 Remaster","460.226"
"166","14 Years - 2022 Remaster","262.52"
"166","Yesterdays - 2022 Remaster","197.2"
"166","Knockin' On Heaven's Door - 2022 Remaster","335.16"
"166","Get In The Ring - 2022 Remaster","339.64"
"166","Shotgun Blues - 2022 Remaster","202.413"
"166","Breakdown - 2022 Remaster","423.08"
"166","Pretty Tied Up (The Perils Of Rock N' Roll Decadence) - 2022 Remaster","287.28"
"166","Locomotive (Complicity) - 2022 Remaster","520.813"
"166","So Fine - 2022 Remaster","246.533"
"166","Estranged - 2022 Remaster","561.786"
"166","You Could Be Mine - 2022 Remaster","343.026"
"166","Don't Cry - Alternate Lyrics / 2022 Remaster","287.64"
"166","My World - 2022 Remaster","86.786"
"166","Pretty Tied Up - Live in New York, Ritz Theatre - May 16, 1991","314.68"
"166","14 Years - Live In London - August 31, 1991","280.68"
"166","Voodoo Child (Slight Return) / Civil War / Voodoo Child (Slight Return) - Live In Las Vegas, Thomas & Mack Center - January 25, 1992","495.026"
"166","You Could Be Mine - Live In New York, Ritz Theatre - May 16, 1991","333.946"
"166","Drum Solo - Live In Paris, Hippodrome De Vincennes - June 6, 1992","441.2"
"166","Slash Solo - Live In Paris, Hippodrome De Vincennes - June 6, 1992","250.12"
"167","Right Next Door To Hell - 2022 Remaster","181.813"
"167","Dust N' Bones - 2022 Remaster","298.986"
"167","Live And Let Die - 2022 Remaster","183.386"
"167","Don't Cry (Original) - 2022 Remaster","284.16"
"167","Perfect Crime - 2022 Remaster","143.32"
"167","You Ain't The First - 2022 Remaster","156.333"
"167","Bad Obsession - 2022 Remaster","327.56"
"167","Back Off Bitch - 2022 Remaster","302.32"
"167","Double Talkin' Jive - 2022 Remaster","203.6"
"167","November Rain - 2022 Version","535.733"
"167","The Garden - 2022 Remaster","320.786"
"167","Garden Of Eden - 2022 Remaster","163.253"
"167","Don't Damn Me - 2022 Remaster","319.32"
"167","Bad Apples - 2022 Remaster","268.133"
"167","Dead Horse - 2022 Remaster","256.88"
"167","Coma - 2022 Remaster","612.946"
"167","Perfect Crime - Live In London, Wembley Stadium - August 31, 1991","168.12"
"167","Bad Obsession - Live In Las Vegas, Thomas & Mack Center - January 25, 1992","396.08"
"167","Right Next Door To Hell - Live in New York, Ritz Theatre - May 16, 1991","181.08"
"167","Always On The Run - Live In Paris, Hippodrome De Vincennes - June 6, 1992","287.88"
"168","Right Next Door To Hell - 2022 Remaster","181.813"
"168","Dust N' Bones - 2022 Remaster","298.986"
"168","Live And Let Die - 2022 Remaster","183.386"
"168","Don't Cry (Original) - 2022 Remaster","284.16"
"168","Perfect Crime - 2022 Remaster","143.32"
"168","You Ain't The First - 2022 Remaster","156.333"
"168","Bad Obsession - 2022 Remaster","327.56"
"168","Back Off Bitch - 2022 Remaster","302.32"
"168","Double Talkin' Jive - 2022 Remaster","203.6"
"168","November Rain - 2022 Version","535.733"
"168","The Garden - 2022 Remaster","320.786"
"168","Garden Of Eden - 2022 Remaster","163.253"
"168","Don't Damn Me - 2022 Remaster","319.32"
"168","Bad Apples - 2022 Remaster","268.133"
"168","Dead Horse - 2022 Remaster","256.88"
"168","Coma - 2022 Remaster","612.946"
"168","Civil War - 2022 Remaster","460.226"
"168","14 Years - 2022 Remaster","262.52"
"168","Yesterdays - 2022 Remaster","197.2"
"168","Knockin' On Heaven's Door - 2022 Remaster","335.16"
"169","Chinese Democracy","283.213"
"169","Shackler's Revenge","216.6"
"169","Better","297.226"
"169","Street Of Dreams","286.346"
"169","If The World","293.52"
"169","There Was A Time","400.693"
"169","Catcher In The Rye","352.986"
"169","Scraped","210.386"
"169","Riad N' The Bedouins","250.173"
"169","Sorry","374.186"
"169","I.R.S.","267.92"
"169","Madagascar","337.973"
"169","This I Love","334.373"
"169","Prostitute","375.773"
"170","Since I Don't Have You","259.906"
"170","New Rose","158.36"
"170","Down On The Farm","208.506"
"170","Human Being","408.333"
"170","Raw Power","191.826"
"170","Ain't It Fun","305.8"
"170","Buick Makane / Big Dumb Sex","159.8"
"170","Hair Of The Dog","234.906"
"170","Attitude","87"
"170","Black Leather","248.493"
"170","You Can't Put Your Arms Around A Memory","215.066"
"170","I Don't Care About You / Look At Your Game, Girl","291.506"
"171","Civil War","462.093"
"171","14 Years","261.372"
"171","Yesterdays","196.226"
"171","Knockin' On Heaven's Door","336"
"171","Get In The Ring","341.306"
"171","Shotgun Blues","203"
"171","Breakdown","424.493"
"171","Pretty Tied Up (The Perils Of Rock N' Roll Decadence)","287.906"
"171","Locomotive (Complicity)","522.093"
"171","So Fine","246.373"
"171","Estranged","563.893"
"171","You Could Be Mine","343.64"
"171","Don't Cry","284.266"
"171","My World","86.426"
"172","Right Next Door To Hell","182.133"
"172","Dust N' Bones","298.16"
"172","Live And Let Die","182.733"
"172","Don't Cry (Original)","283.733"
"172","Perfect Crime","143.106"
"172","You Ain't The First","156.133"
"172","Bad Obsession","326.666"
"172","Back Off Bitch","302.333"
"172","Double Talkin' Jive","202.04"
"172","November Rain","536.066"
"172","The Garden","319.373"
"172","Garden Of Eden","160.8"
"172","Don't Damn Me","318.36"
"172","Bad Apples","267.066"
"172","Dead Horse","257.573"
"172","Coma","613.8"
"173","Reckless Life - Live","200.6"
"173","Nice Boys - Live","183.026"
"173","Move To The City - Live","222.733"
"173","Mama Kin - Live Version","235.2"
"173","Patience","354.4"
"173","Used To Love Her","191.36"
"173","You're Crazy","248.84"
"173","One In A Million","368.6"
"174","Welcome To The Jungle","273.48"
"174","It's So Easy","202.693"
"174","Nightrain","268.213"
"174","Out Ta Get Me","263.573"
"174","Mr. Brownstone","228.586"
"174","Paradise City","405.6"
"174","My Michelle","219.933"
"174","Think About You","231.56"
"174","Sweet Child O' Mine","356.066"
"174","You're Crazy","197.013"
"174","Anything Goes","206.173"
"174","Rocket Queen","373.266"
"174","Reckless Life - Live","201.613"
"174","Nice Boys - Live","182.586"
"174","Move To The City - Live","214.24"
"174","Mama Kin - Live / Edit","221.173"
"174","Shadow Of Your Love - Live","183.68"
"174","You're Crazy - Acoustic Version","265.693"
"174","Patience","354.88"
"174","Used To Love Her","192.666"
"175","Welcome To The Jungle","273.48"
"175","It's So Easy","202.693"
"175","Nightrain","268.213"
"175","Out Ta Get Me","263.573"
"175","Mr. Brownstone","228.586"
"175","Paradise City","405.6"
"175","My Michelle","219.933"
"175","Think About You","231.56"
"175","Sweet Child O' Mine","356.066"
"175","You're Crazy","197.013"
"175","Anything Goes","206.173"
"175","Rocket Queen","373.266"
"176","The General","262.776"
"177","Perhaps","228.406"
"178","Hard Skool","221.892"
"179","ABSUЯD","203.138"
"180","Move To The City - 1988 Acoustic Version","206.746"
"181","Welcome To The Jungle - 1986 Sound City Session","299.093"
"182","Shadow Of Your Love","185.573"
"183","Welcome To The Jungle","271.866"
"183","Sweet Child O' Mine","355.266"
"183","Shadow Of Your Love","185.573"
"183","Patience","356.093"
"183","Paradise City","406.2"
"183","Knockin' On Heaven's Door","336.146"
"183","Civil War","460.493"
"183","You Could Be Mine","343.666"
"183","Don't Cry (Original)","284.093"
"183","November Rain","536.96"
"183","Live And Let Die","182.213"
"183","Yesterdays","194.493"
"183","Ain't It Fun","306.56"
"183","Since I Don't Have You","259.265"
"183","Sympathy For The Devil","455.56"
"184","Nightrain - Live In Las Vegas / 1992","318.76"
"184","Mr. Brownstone - Live In London / 1991","342.266"
"184","It's So Easy - Live In Paris / 1992","208.506"
"184","Welcome To The Jungle - Live In Argentina / 1992","308.626"
"184","Dust N' Bones - Live In New York / 1991","305.04"
"184","My Michelle - Live In London / 1991","233.2"
"184","You're Crazy - Live In Tokyo / 1988","285.026"
"184","Used To Love Her - Live In Tokyo / 1988","257.866"
"184","Patience - Live In Mexico / 1993","402.4"
"184","It's Alright - Live In Houston / 1992","187.333"
"184","November Rain - Live In Japan / 1992","749.533"
"184","Out Ta Get Me - Live In London / 1987","273.6"
"184","Pretty Tied Up - Live In Japan / 1992","325.026"
"184","Yesterdays - Live In Las Vegas / 1992","232.866"
"184","Move To The City - Live In Japan / 1992","480.2"
"184","You Could Be Mine - Live In Japan / 1992","362.266"
"184","Rocket Queen - Live In Las Vegas / 1992","507.333"
"184","Sweet Child O' Mine - Live In Paris / 1992","445.173"
"184","Knockin' On Heaven's Door - Live In London / 1992","447.16"
"184","Don't Cry - Live In Japan / 1992","285"
"185","Graduate","187.666"
"185","Can't Get Enough of You Baby","151.666"
"185","Dammit","166.933"
"185","I Walked In","259.933"
"185","Turn It Up / Fire It Up - Remix","237.906"
"185","Hit 'Em wit da Hee (feat. Lil' Kim & Mocha) - Remix","290.106"
"185","Swing My Way - Remix","248.626"
"185","Flashlight","267.8"
"185","It's Tricky","182.906"
"185","High","273.973"
"185","Tell Me What to Say","246.293"
"185","Farther Down","228.266"
"185","Can't Hardly Wait","184.666"
"185","Umbrella","214.426"
"185","Paradise City","405.666"
"186","Don't Tell Me (feat. Ann Wilson)","271.515"
"186","Hey You","268.481"
"186","Bad Man","202.379"
"186","Divisive","238.842"
"186","Unstoppable","238.109"
"186","Love to Hate","216.861"
"186","Feeding the Fire","259.333"
"186","Take Back Your Life","178.249"
"186","Part of Me","233.625"
"186","Won't Back Down","172.316"
"187","Are You Ready","261.68"
"187","No More","232.64"
"187","A Reason to Fight","284.293"
"187","In Another Time","251"
"187","Stronger on Your Own","241.2"
"187","Hold on to Memories","303.613"
"187","Saviour of Nothing","252"
"187","Watch You Burn","260.253"
"187","The Best Ones Lie","242.8"
"187","Already Gone","268.533"
"187","The Sound of Silence (Live) [feat. Myles Kennedy]","292.12"
"187","This Venom","259.04"
"187","Are You Ready - Sam de Jong Remix","215.986"
"187","Uninvited Guest","235.053"
"188","Are You Ready","261.68"
"188","No More","232.64"
"188","A Reason to Fight","284.293"
"188","In Another Time","251"
"188","Stronger on Your Own","241.2"
"188","Hold on to Memories","303.613"
"188","Saviour of Nothing","252"
"188","Watch You Burn","260.253"
"188","The Best Ones Lie","242.8"
"188","Already Gone","268.533"
"189","Introduction - Live at Red Rocks","82.84"
"189","Ten Thousand Fists - Live at Red Rocks","208.293"
"189","The Game - Live at Red Rocks","233.533"
"189","The Vengeful One - Live at Red Rocks","302.4"
"189","Prayer - Live at Red Rocks","225.92"
"189","Liberate - Live at Red Rocks","213.746"
"189","The Animal - Live at Red Rocks","261.773"
"189","Stupify - Live at Red Rocks","327.173"
"189","The Sound of Silence - Live at Red Rocks","259.866"
"189","Lost Soul - Live at Red Rocks","56.226"
"189","Inside the Fire - Live at Red Rocks","234.973"
"189","The Light - Live at Red Rocks","318.12"
"189","Stricken - Live at Red Rocks","255.946"
"189","Indestructible - Live at Red Rocks","281.226"
"189","Voices - Live at Red Rocks","196.853"
"189","Down with the Sickness - Live at Red Rocks","432.96"
"190","The Eye of the Storm","80.56"
"190","Immortalized","257.836"
"190","The Vengeful One","252.002"
"190","Open Your Eyes","237.346"
"190","The Light","256.853"
"190","What Are You Waiting For","243.72"
"190","You're Mine","295.72"
"190","Who","286.546"
"190","Save Our Last Goodbye","299.586"
"190","Fire It Up","245.866"
"190","The Sound of Silence","248.466"
"190","Never Wrong","213.053"
"190","Who Taught You How to Hate","297.693"
"190","Tyrant","229.013"
"190","Legion of Monsters","263.64"
"190","The Brave and the Bold","274"
"191","The Eye of the Storm","80.56"
"191","Immortalized","257.836"
"191","The Vengeful One","252.002"
"191","Open Your Eyes","237.346"
"191","The Light","256.853"
"191","What Are You Waiting For","243.72"
"191","You're Mine","295.72"
"191","Who","286.546"
"191","Save Our Last Goodbye","299.586"
"191","Fire It Up","245.866"
"191","The Sound of Silence","248.466"
"191","Never Wrong","213.053"
"191","Who Taught You How to Hate","297.693"
"192","Hell","255.133"
"192","A Welcome Burden","211.786"
"192","This Moment","185.733"
"192","Old Friend","216.44"
"192","Monster","243.626"
"192","Run","193.32"
"192","Leave It Alone","246.826"
"192","Two Worlds","212.933"
"192","God of the Mind","185.64"
"192","Sickened","238.84"
"192","Mine","304.293"
"192","Parasite","204.826"
"192","Dehumanized","211.866"
"192","3","242.08"
"192","Midlife Crisis","242.573"
"192","Living After Midnight","265.626"
"193","Remnants","163.666"
"193","Asylum","276.226"
"193","The Infection","248.84"
"193","Warrior","204.826"
"193","Another Way to Die","253.386"
"193","Never Again","213.706"
"193","The Animal","253.813"
"193","Crucified","276.986"
"193","Serpentine","249.76"
"193","My Child","198.053"
"193","Sacrifice","240.08"
"193","Innocence","271.28"
"193","ISHFWILF","326.066"
"193","Down with the Sickness - Live","353.32"
"193","Stricken - Live","257.36"
"194","Remnants","163.666"
"194","Asylum","276.226"
"194","The Infection","248.84"
"194","Warrior","204.826"
"194","Another Way to Die","253.386"
"194","Never Again","213.706"
"194","The Animal","253.813"
"194","Crucified","276.986"
"194","Serpentine","249.76"
"194","My Child","198.053"
"194","Sacrifice","240.08"
"194","Innocence","271.28"
"194","ISHFWILF","326.066"
"195","Voices","191.96"
"195","The Game","226.893"
"195","Stupify","274"
"195","Down with the Sickness","278.706"
"195","Violence Fetish","203.6"
"195","Fear","226.88"
"195","Numb","224.813"
"195","Want","232.586"
"195","Conflict","275.266"
"195","Shout 2000","258.12"
"195","Droppin' Plates","228.72"
"195","Meaning of Life","240.933"
"195","God of the Mind","185.64"
"195","A Welcome Burden","211.786"
"196","Indestructible","278.026"
"196","Inside the Fire","231.573"
"196","Deceiver","229.36"
"196","The Night","286"
"196","Perfect Insanity","236.56"
"196","Haunted","282.146"
"196","Enough","259.946"
"196","The Curse","204.546"
"196","Torn","249.306"
"196","Criminal","255.933"
"196","Divide","216.32"
"196","Façade","225.12"
"196","Stricken - Live at the Riviera","267.08"
"196","Down with the Sickness - Live at the Riviera","314.693"
"196","Just Stop - Live at the Riviera","231.293"
"197","Ten Thousand Fists","212.04"
"197","Just Stop","223.453"
"197","Guarded","200.293"
"197","Deify","256.573"
"197","Stricken","245.226"
"197","I'm Alive","282.053"
"197","Sons of Plunder","228.026"
"197","Overburdened","357.32"
"197","Decadence","204.786"
"197","Forgiven","252.053"
"197","Land of Confusion","287.066"
"197","Sacred Lie","185.64"
"197","Pain Redefined","247.08"
"197","Avarice","176.786"
"198","Loading the Weapon - Live","153.96"
"198","Bound - Live","233.4"
"198","Myself - Live Version","214.826"
"198","Dehumanized - Live","223.466"
"198","Forfeit - Live Version","245.666"
"198","Fade to Black - Live","265"
"198","Empty - Live Version","241.8"
"198","Sumtimes - Live Version","281.933"
"198","Darkness - Live","241.573"
"198","Bruises - Live Version","168.626"
"198","Prayer - Live","227.773"
"198","The Red - Live Version","224.6"
"198","Poem - Live Version","199.093"
"198","Stupify (Live) [with Pete Loeffler & Joey Duenas]","268.6"
"199","Prayer","218.973"
"199","Liberate","206.893"
"199","Awaken","269.2"
"199","Believe","267.6"
"199","Remember","248.426"
"199","Intoxication","191.426"
"199","Rise","235.826"
"199","Mistress","225.093"
"199","Breathe","259.493"
"199","Bound","231.426"
"199","Devour","226.866"
"199","Darkness","236.6"
"200","Voices","191.96"
"200","The Game","226.893"
"200","Stupify","274"
"200","Down with the Sickness","278.706"
"200","Violence Fetish","203.6"
"200","Fear","226.88"
"200","Numb","224.813"
"200","Want","232.586"
"200","Conflict","275.266"
"200","Shout 2000","258.12"
"200","Droppin' Plates","228.72"
"200","Meaning of Life","240.933"
"200","God of the Mind","185.64"
"200","A Welcome Burden","211.786"
"200","The Game - Live","234.142"
"200","Down with the Sickness - Live","283.559"
"200","Voices - Live","217.104"
"200","Fear - Live","234.78"
"200","Conflict - Live","282.42"
"200","Droppin' Plates - Live","235.58"
"201","Voices","191.866"
"201","The Game","227.066"
"201","Stupify","274.16"
"201","Down with the Sickness","279.213"
"201","Violence Fetish","203.773"
"201","Fear","225.733"
"201","Numb","224.866"
"201","Want","231.666"
"201","Conflict","275.16"
"201","Shout 2000","258.053"
"201","Droppin' Plates","228"
"201","Meaning of Life","242.44"
"202","The Sound of Silence - CYRIL Remix","185.238"
"202","The Sound of Silence","248.466"
"203","Don't Tell Me (feat. Ann Wilson) - PLZ Tethered Version","197.996"
"203","Don't Tell Me (feat. Ann Wilson)","271.515"
"204","Bad Man - Kordhell Remix","153.809"
"204","Bad Man","202.379"
"205","Dead Inside","240.689"
"206","Baba O'Riley - Remastered 2022","303.973"
"206","Bargain - Remastered 2022","334.88"
"206","Love Ain't For Keeping - Remastered 2022","131.64"
"206","My Wife - Remastered 2022","216.28"
"206","The Song Is Over - Remastered 2022","384.786"
"206","Getting In Tune - Remastered 2022","291.333"
"206","Going Mobile - Remastered 2022","225.92"
"206","Behind Blue Eyes - Remastered 2022","222.4"
"206","Won't Get Fooled Again - Remastered 2022","514.373"
"206","Teenage Wasteland - Lifehouse Chronicles / Remastered 2022","407.68"
"206","Too Much - Lifehouse Chronicles / Demo / Remastered 2022","337.68"
"206","Going Mobile - Lifehouse Chronicles / Demo / Remastered 2022","255.866"
"206","There's A Fortune In Those Hills - Demo / Remastered 2022","249.8"
"206","Love Ain't For Keeping - Lifehouse Chronicles / Demo / Remastered 2022","93.133"
"206","Bargain - Lifehouse Chronicles / Demo / Remastered 2022","271.706"
"206","Greyhound Girl - Lifehouse Chronicles / Demo / Remastered 2022","189.666"
"206","Mary - Alternative Mix / Remastered 2022","259"
"206","Behind Blue Eyes - Lifehouse Chronicles / Demo / Remastered 2022","208.44"
"206","Time Is Passing - Lifehouse Chronicles / Demo / Remastered 2022","208.8"
"206","Finally Over - Demo / Remastered 2022","369.52"
"207","Who Are You - Live At Wembley, UK / 2019","413.186"
"207","Eminence Front - Live At Wembley, UK / 2019","355.533"
"207","Imagine A Man - Live At Wembley, UK / 2019","273.613"
"207","Pinball Wizard - Live At Wembley, UK / 2019","204.72"
"207","Hero Ground Zero - Live At Wembley, UK / 2019","290.666"
"207","Join Together - Live At Wembley, UK / 2019","351.64"
"207","Substitute - Live At Wembley, UK / 2019 / Without Orchestra","227.28"
"207","The Seeker - Live At Wembley, UK / 2019 / Without Orchestra","239.92"
"207","Won't Get Fooled Again - Acoustic / Live At Wembley, UK / 2019","534.466"
"207","Behind Blue Eyes - Acoustic / Live At Wembley, UK / 2019","240.546"
"207","Ball And Chain - Live At Wembley, UK / 2019","276.64"
"207","The Real Me - Live At Wembley, UK / 2019","251.56"
"207","I'm One - Live At Wembley, UK / 2019","176.106"
"207","The Punk And The Godfather - Live At Wembley, UK / 2019","311.973"
"207","5:15 - Live At Wembley, UK / 2019","402.28"
"207","Drowned - Live At Wembley, UK / 2019","269.066"
"207","The Rock - Live At Wembley, UK / 2019","413.493"
"207","Love Reign O'er Me - Live At Wembley, UK / 2019","510.946"
"207","Baba O’Riley - Live At Wembley, UK / 2019","334.253"
"207","Tea & Theatre - Acoustic / Live At Wembley, UK / 2019","231.36"
"208","Bill Graham Introduction / Heaven And Hell - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","284.453"
"208","I Can’t Explain - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","144.026"
"208","Water - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","601.946"
"208","I Don’t Even Know Myself - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","432.506"
"208","Young Man Blues - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","387.866"
"208","Tommy Introduction / Overture - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","477.626"
"208","It’s A Boy - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","38.906"
"208","1921 - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","143.063"
"208","Amazing Journey - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","196.826"
"208","Sparks - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","305.759"
"208","Eyesight To The Blind - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","118.586"
"208","Christmas - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","199.706"
"208","Acid Queen - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","215.066"
"208","Pinball Wizard - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","177.146"
"208","Do You Think It’s Alright? - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","22.106"
"208","Fiddle About - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","73.946"
"208","Tommy Can You Hear Me? - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","68.186"
"208","There’s A Doctor - Live: Tanglewood Music Centre, Lennox, MA7 Jul 1970","22.586"
