playlist_id,track_id
"1405","2691"
"1076","7117"
"695","5576"
"196","7033"
"366","1920"
"1134","473"
"63","6293"
"1743","2230"
"944","9"
"1377","5381"
"1193","1414"
"1447","1183"
"1321","3028"
"982","5169"
"205","2374"
"7","516"
"519","5357"
"222","3944"
"1151","3296"
"208","3064"
"497","1905"
"890","1968"
"504","2841"
"1670","6890"
"1397","1947"
"199","2666"
"1688","3554"
"1329","3138"
"910","6356"
"1407","4753"
"557","4249"
"202","6278"
"1805","959"
"1235","3477"
"374","2587"
"1446","5640"
"20","1621"
"1477","1988"
"760","3564"
"486","4077"
"519","6371"
"771","3297"
"1749","2770"
"176","5301"
"278","1886"
"770","7197"
"985","7212"
"471","5171"
"470","5266"
"1666","2289"
"1967","3470"
"1691","6204"
"1810","1576"
"1734","340"
"1844","971"
"595","699"
"1852","6889"
"1707","1017"
"382","5278"
"1297","6537"
"1906","43"
"625","3284"
"210","6841"
"1161","6403"
"1986","324"
"945","1622"
"1825","1135"
"1720","6132"
"1145","1284"
"1467","5311"
"251","1392"
"1675","3565"
"1","2035"
"849","1220"
"1769","923"
"1051","3458"
"663","3822"
"394","6637"
"169","1184"
"1214","992"
"1282","1169"
"1471","2514"
"1111","1239"
"1470","7066"
"1860","517"
"292","4059"
"38","1995"
"227","2980"
"750","5642"
"238","5795"
"564","4549"
"1787","4033"
"1464","6239"
"824","829"
"1452","5522"
"326","2310"
"1191","2680"
"689","1199"
"837","1244"
"122","6545"
"828","5203"
"1028","3892"
"1029","4646"
"1974","4309"
"109","6241"
"1850","3348"
"1888","4755"
"562","6800"
"135","5325"
"1523","2841"
"132","3276"
"813","4016"
"1813","2454"
"421","3428"
"215","6345"
"874","6633"
"1903","4263"
"996","4480"
"1733","2922"
"1429","6565"
"1010","380"
"573","6156"
"1989","3289"
"377","1561"
"951","841"
"639","2430"
"568","7122"
"1580","371"
"1526","1362"
"1103","4112"
"1093","892"
"357","238"
"846","2052"
"501","4017"
"1932","2234"
"1905","6819"
"799","2202"
"266","6540"
"1597","482"
"1688","4293"
"1860","2289"
"1022","6262"
"1153","6487"
"946","1698"
"1749","709"
"1079","789"
"1192","3651"
"1054","3919"
"1892","1034"
"1910","592"
"1146","756"
"67","3077"
"1080","6667"
"816","6190"
"130","2115"
"482","5071"
"1598","6045"
"789","6140"
"578","3810"
"1396","2267"
"1546","59"
"934","526"
"826","7051"
"855","843"
"875","6960"
"1714","3604"
"1272","42"
"1900","4869"
"1152","639"
"1017","1123"
"1019","188"
"185","3875"
"763","5696"
"588","5741"
"1818","3095"
"668","3942"
"1318","5211"
"269","6036"
"1958","2903"
"501","4901"
"1543","4988"
"992","4971"
"714","1125"
"1241","6898"
"993","6565"
"382","1348"
"1631","5281"
"953","540"
"1577","3249"
"705","5361"
"1862","901"
"1757","5123"
"1806","2354"
"1007","2731"
"1759","1301"
"1628","4637"
"567","4478"
"1365","4819"
"567","7031"
"1443","5981"
"120","6251"
"383","4384"
"804","1064"
"789","1215"
"51","779"
"220","615"
"327","7187"
"1393","6275"
"509","1952"
"1069","3831"
"401","3545"
"591","4047"
"926","632"
"462","2783"
"848","4028"
"490","641"
"256","877"
"592","3014"
"976","3376"
"90","3935"
"798","3997"
"400","782"
"701","1769"
"6","5561"
"1539","565"
"1982","909"
"98","5628"
"632","2619"
"395","7251"
"511","935"
"688","3680"
"12","2911"
"1047","6252"
"883","7005"
"1408","2991"
"942","1505"
"254","7292"
"730","6074"
"416","6798"
"545","4604"
"1967","3291"
"528","3248"
"1572","5602"
"1986","6054"
"1357","2820"
"540","864"
"1106","3281"
"1228","1689"
"445","1612"
"1336","5934"
"515","4878"
"1898","1781"
"745","232"
"1614","6519"
"195","2666"
"1847","612"
"1407","2905"
"1001","275"
"1169","3253"
"655","120"
"1345","6340"
"1255","4903"
"1147","6448"
"1670","3074"
"1616","3012"
"637","307"
"617","5192"
"1407","3648"
"1792","7204"
"1390","3"
"275","3453"
"73","3086"
"23","5425"
"1494","3483"
"1558","391"
"1632","478"
"1979","6981"
"1475","1301"
"1569","4443"
"1856","2549"
"1728","3719"
"372","5111"
"34","1059"
"1302","166"
"1873","6067"
"937","238"
"447","6320"
"1477","2600"
"952","3931"
"452","2348"
"1680","3429"
"1664","3497"
"251","6246"
"1187","6595"
"361","7079"
"1122","755"
"91","6853"
"1979","1559"
"1948","4416"
"941","6051"
"807","1511"
"1058","4025"
"424","191"
"1160","5260"
"1009","7186"
"49","2754"
"1761","2629"
"982","1808"
"547","1262"
"331","1189"
"880","3755"
"700","6447"
"1446","2764"
"1206","2417"
"277","2621"
"1354","7221"
"1815","5913"
"69","4649"
"988","4604"
"1720","2992"
"713","2200"
"540","3212"
"486","661"
"847","628"
"1764","4605"
"1072","694"
"377","5266"
"31","6112"
"17","6663"
"768","1172"
"1745","6392"
"169","4463"
"346","772"
"1307","1133"
"1632","1817"
"1740","6635"
"1587","3290"
"937","389"
"1086","932"
"154","5465"
"1201","941"
"167","2785"
"282","3227"
"481","1437"
"1729","5000"
"1321","1846"
"157","2974"
"1218","2414"
"1657","5836"
"403","3498"
"51","3052"
"1115","87"
"1028","2549"
"1573","4536"
"1308","3442"
"694","2074"
"595","7092"
"1534","7161"
"1253","3103"
"386","2018"
"1567","3037"
"1802","5338"
"735","6028"
"216","184"
"1616","6213"
"797","828"
"1399","6689"
"322","3155"
"476","4166"
"1243","5034"
"1421","2068"
"1478","1742"
"48","2110"
"1196","176"
"1958","5985"
"457","6328"
"1771","1386"
"717","2419"
"116","399"
"114","3189"
"364","1202"
"1310","1096"
"111","2337"
"1536","133"
"711","3385"
"749","2733"
"1905","1194"
"862","2567"
"1891","3739"
"782","1096"
"405","1790"
"1067","1546"
"809","2836"
"1023","3891"
"1131","234"
"1630","2353"
"1033","3276"
"562","3758"
"718","4007"
"1913","175"
"805","1557"
"994","4445"
"260","4136"
"1761","5573"
"1674","3272"
"4","2127"
"543","5210"
"842","6208"
"1608","5364"
"1291","3863"
"276","2264"
"711","6724"
"79","7045"
"1037","2945"
"1471","4611"
"288","5246"
"1443","5325"
"876","2855"
"683","3257"
"1073","565"
"811","2060"
"1513","1389"
"538","1459"
"883","275"
"685","5006"
"798","5060"
"1909","6686"
"1983","3826"
"1711","3757"
"1720","1820"
"711","892"
"650","4947"
"1154","4167"
"229","5456"
"33","5486"
"479","5476"
"1599","7256"
"1453","1657"
"1491","894"
"1111","3154"
"1277","1395"
"1252","3011"
"303","5872"
"898","6983"
"1626","2715"
"1982","460"
"940","379"
"78","5850"
"470","4147"
"1773","4398"
"1383","2517"
"791","3187"
"1450","2263"
"1449","3901"
"89","6384"
"335","6191"
"42","5788"
"888","4335"
"1481","6379"
"696","2634"
"584","5835"
"1481","1823"
"1364","6985"
"640","4080"
"61","334"
"11","1686"
"593","3837"
"48","1552"
"1661","6238"
"66","3508"
"26","1974"
"21","2942"
"945","6935"
"599","4388"
"1814","516"
"809","2142"
"629","305"
"470","2305"
"622","284"
"99","3666"
"1763","7037"
"248","6143"
"185","3075"
"973","2155"
"750","3094"
"1535","3925"
"1720","6797"
"185","4761"
"11","170"
"1328","1074"
"1397","3646"
"14","54"
"32","719"
"541","6313"
"379","1242"
"137","5235"
"502","4410"
"247","6460"
"440","3187"
"1159","1243"
"686","1855"
"1205","214"
"1124","3378"
"1418","4079"
"565","5500"
"856","492"
"647","6561"
"206","5723"
"244","1113"
"1891","1944"
"774","5092"
"802","2691"
"650","6383"
"539","3148"
"270","3098"
"230","1606"
"1203","4002"
"1248","1950"
"1481","5771"
"1005","5467"
"1940","1743"
"887","6461"
"828","5069"
"245","2877"
"613","686"
"865","6382"
"278","5725"
"1426","3711"
"1927","6630"
"416","4170"
"322","1556"
"1236","10"
"1269","3089"
"653","3825"
"1412","3786"
"1797","2893"
"1681","4668"
"1757","7025"
"436","2534"
"1173","3439"
"1742","5621"
"1824","49"
"1005","5717"
"1855","6930"
"1952","1852"
"269","1082"
"927","2383"
"602","2858"
"317","3941"
"153","411"
"1731","3100"
"1225","4425"
"1708","262"
"1140","2358"
"601","7141"
"1900","6542"
"1407","2436"
"1420","1855"
"1513","6132"
"567","1673"
"148","2927"
"1052","4256"
"430","3093"
"457","1974"
"1635","3277"
"1229","3843"
"908","5169"
"156","7276"
"1114","2567"
"336","6692"
"680","1090"
"1647","894"
"1798","5294"
"1809","370"
"283","1913"
"1327","134"
"938","7260"
"1701","3083"
"1701","4692"
"1564","4514"
"1632","3218"
"11","575"
"157","968"
"1851","1943"
"55","2317"
"772","6421"
"31","245"
"1023","3288"
"1253","2526"
"1531","1928"
"1660","3453"
"315","5422"
"1466","3148"
"477","1314"
"1140","5783"
"1045","4861"
"233","6428"
"1014","1229"
"783","4582"
"341","4158"
"1288","133"
"1731","5956"
"1402","5755"
"1293","3381"
"552","6822"
"1995","4167"
"535","2628"
"1547","5296"
"48","814"
"448","4466"
"616","2696"
"1008","343"
"148","863"
"1382","5303"
"839","2015"
"700","6206"
"284","6956"
"428","239"
"1254","7141"
"1195","76"
"889","3598"
"925","4233"
"1058","3327"
"1925","930"
"1222","6801"
"199","2479"
"1097","806"
"1198","7239"
"42","126"
"1490","6154"
"1905","4623"
"1083","2691"
"1461","6140"
"1481","3177"
"413","5597"
"128","4134"
"432","1312"
"310","1813"
"1807","3146"
"1731","7219"
"1489","2345"
"487","6665"
"267","5749"
"998","1305"
"1938","3467"
"630","4220"
"684","6719"
"936","4665"
"1768","3473"
"1606","5598"
"1130","2055"
"1604","6320"
"1249","6596"
"868","5367"
"208","6204"
"1919","3638"
"1669","5433"
"1424","1997"
"286","670"
"292","2447"
"396","3759"
"1580","6805"
"129","6971"
"743","5412"
"1097","1559"
"1539","3932"
"1286","220"
"549","6410"
"1124","6131"
"953","2728"
"136","1691"
"275","4042"
"1032","22"
"195","5807"
"985","1813"
"455","3471"
"428","3981"
"1880","6053"
"1942","2906"
"1666","6650"
"1122","6001"
"1374","6245"
"161","358"
"1703","5220"
"329","502"
"1878","3407"
"1815","3031"
"1591","2333"
"1440","6005"
"936","3065"
"1845","6087"
"1383","3755"
"1466","1899"
"129","3796"
"957","1677"
"17","7185"
"404","1808"
"1794","6454"
"1751","2665"
"1542","405"
"1397","4345"
"355","3424"
"208","4021"
"19","1893"
"1420","3041"
"1176","935"
"339","3335"
"572","4253"
"1961","597"
"1461","2230"
"1106","1497"
"11","6132"
"1485","1488"
"810","4850"
"1473","7227"
"639","5108"
"1962","4016"
"43","7084"
"1501","6138"
"1708","1707"
"483","2985"
"1219","3062"
"223","501"
"223","5603"
"1851","5682"
"275","3323"
"1091","5457"
"1794","2422"
"227","1991"
"1017","1082"
"1351","5267"
"1416","1145"
"402","4126"
"1587","7193"
"1648","5247"
"1547","2720"
"601","5108"
"875","2278"
"1900","6308"
"1433","2748"
"1859","7243"
"903","2146"
"1893","5148"
"1700","1356"
"1217","2222"
"1384","1391"
"1851","4860"
"595","1670"
"1585","6959"
"385","3759"
"1396","5469"
"756","5421"
"139","5003"
"198","5255"
"1370","3763"
"1161","5021"
"1547","6446"
"1484","4229"
"1371","433"
"80","807"
"1125","4693"
"944","5313"
"194","2117"
"1740","4732"
"434","1819"
"178","3741"
"1940","6976"
"238","693"
"1569","7237"
"961","68"
"50","2465"
"1318","6222"
"651","6049"
"939","6575"
"925","6411"
"1662","4251"
"1378","2143"
"1084","2861"
"793","4130"
"1576","6425"
"125","5188"
"389","3784"
"970","1699"
"669","479"
"174","2255"
"1318","6536"
"934","1577"
"2","6726"
"1791","3780"
"1475","5477"
"845","4264"
"134","5230"
"50","645"
"1542","6027"
"358","278"
"1537","7276"
"1138","281"
"1494","6184"
"377","6758"
"1405","2552"
"1753","4760"
"1373","5660"
"716","1756"
"778","6"
"1256","6918"
"53","6217"
"1735","173"
"705","5717"
"1511","2856"
"693","4276"
"618","6913"
"1163","2644"
"624","5859"
"1629","4017"
"266","86"
"1596","6598"
"1993","2353"
"1063","3591"
"1399","1471"
"1283","108"
"1777","3232"
"825","7231"
"818","302"
"1749","705"
"687","6617"
"381","1001"
"1229","3641"
"1765","4681"
"1357","4313"
"1316","6634"
"846","3769"
"353","3903"
"1409","4995"
"457","3858"
"1603","5710"
"1863","7122"
"434","4578"
"1755","3529"
"1430","114"
"1482","1908"
"606","6244"
"1865","1495"
"1131","1395"
"1758","2590"
"1794","2247"
"21","2420"
"1957","1758"
"1263","5567"
"866","2695"
"64","4099"
"848","1032"
"1166","4418"
"291","2669"
"1170","1229"
"54","6248"
"927","5866"
"1787","2684"
"639","5418"
"1565","1619"
"1990","2208"
"712","6051"
"572","2224"
"1477","6780"
"497","5367"
"1156","1000"
"1096","1215"
"183","1806"
"581","6262"
"1951","3364"
"1534","1630"
"210","2821"
"24","3235"
"1820","3702"
"837","3196"
"783","6028"
"409","1165"
"1348","4299"
"1451","4325"
"1713","1418"
"1836","4893"
"1861","6591"
"595","6612"
"373","5001"
"1074","2885"
"1127","1487"
"604","5599"
"1195","2393"
"802","1354"
"1890","755"
"1720","4965"
"1800","1393"
"320","4423"
"953","4294"
"1314","6385"
"579","1136"
"1458","3618"
"1425","4642"
"1872","6538"
"1188","37"
"275","2531"
"725","6439"
"737","6548"
"1463","6643"
"1311","1946"
"1560","4122"
"1138","6158"
"1305","1527"
"911","2550"
"196","3005"
"1840","4086"
"1790","2136"
"26","242"
"98","6669"
"485","6196"
"878","7145"
"290","6549"
"959","319"
"1034","2995"
"1833","6364"
"827","4698"
"166","3315"
"1370","2181"
"1909","3572"
"1836","485"
"205","3740"
"940","2142"
"706","291"
"1341","1942"
"1365","5061"
"1923","4396"
"861","5638"
"1830","6739"
"1822","7096"
"1699","7024"
"1544","5941"
"1669","861"
"363","2875"
"1981","3446"
"1721","755"
"854","5405"
"533","5674"
"1257","853"
"1042","3020"
"1718","2156"
"1731","2648"
"1695","5371"
"57","3438"
"1875","5956"
"737","4141"
"261","4120"
"1393","749"
"236","1406"
"1102","6099"
"1922","225"
"477","845"
"2","260"
"761","6066"
"112","1260"
"1913","5866"
"1541","3973"
"1903","4832"
"372","5574"
"621","5228"
"25","4295"
"1682","6024"
"1221","1760"
"1668","4625"
"1575","319"
"850","7021"
"1493","3675"
"824","1810"
"260","6669"
"1441","4365"
"1805","6904"
"1744","7030"
"1674","958"
"157","2683"
"1806","4411"
"1323","2941"
"1807","6148"
"1714","6904"
"1128","2688"
"1317","3091"
"1901","5415"
"1831","850"
"326","7001"
"472","1736"
"211","4219"
"1668","2625"
"413","6510"
"10","3199"
"766","4579"
"1761","2176"
"1221","4825"
"306","2275"
"898","5124"
"883","2479"
"1695","1914"
"1601","2498"
"1477","1625"
"1622","2947"
"1488","3663"
"827","96"
"1205","5922"
"465","5924"
"697","4542"
"291","905"
"1467","547"
"212","7228"
"1446","4353"
"238","2809"
"1304","3677"
"529","6335"
"1601","6394"
"532","4965"
"1064","2507"
"1146","2748"
"1273","1428"
"698","175"
"54","5176"
"470","2665"
"1388","5912"
"1393","30"
"1880","6808"
"1746","1794"
"205","2702"
"869","5267"
"1182","6968"
"421","6824"
"1238","1091"
"42","2901"
"920","3982"
"985","234"
"1915","4997"
"118","5589"
"397","1750"
"1872","7177"
"691","1505"
"1887","6298"
"883","5911"
"207","2034"
"1175","6674"
"1475","1980"
"499","840"
"1088","4028"
"37","4150"
"264","6895"
"1498","6371"
"640","5133"
"1083","2584"
"506","5777"
"1201","6666"
"329","6903"
"178","1069"
"192","5113"
"447","1253"
"450","5767"
"1751","2345"
"217","7129"
"1111","131"
"970","6459"
"1688","277"
"766","1713"
"705","3887"
"1284","3345"
"1906","1738"
"1105","3420"
"1936","3629"
"702","3158"
"377","3615"
"996","5124"
"413","298"
"1167","6980"
"1004","5130"
"1934","6136"
"881","4438"
"46","6788"
"699","2181"
"1880","7064"
"270","6887"
"1309","6503"
"176","2085"
"1827","840"
"1960","4672"
"1686","3218"
"1798","6562"
"519","4036"
"136","6010"
"1588","5216"
"283","868"
"1229","756"
"1177","6581"
"1273","3389"
"520","2490"
"581","5492"
"1841","2521"
"1364","607"
"838","5101"
"1481","242"
"846","6737"
"1502","909"
"491","1808"
"693","1961"
"1826","4695"
"737","164"
"1158","3120"
"1870","4121"
"259","1579"
"666","5666"
"1895","725"
"581","2936"
"1794","3160"
"547","5592"
"38","4422"
"1520","186"
"548","1216"
"686","2622"
"1184","6322"
"99","236"
"1780","2139"
"207","1216"
"102","4111"
"1995","848"
"1071","1257"
"908","7267"
"41","3789"
"1425","7000"
"646","603"
"400","3663"
"1713","5624"
"1696","5051"
"75","5916"
"528","621"
"1681","2218"
"1552","1339"
"1015","7244"
"205","946"
"1569","1303"
"1521","3145"
"887","2264"
"121","6223"
"431","6309"
"1086","4366"
"536","3269"
"155","6132"
"934","5384"
"220","7223"
"1171","4534"
"183","5805"
"54","7106"
"135","5642"
"1717","4429"
"1486","1172"
"1430","3968"
"736","6122"
"1700","1205"
"535","2844"
"409","6797"
"1853","3833"
"625","5254"
"681","567"
"1215","136"
"1827","1098"
"348","2105"
"1558","4369"
"125","7184"
"488","1937"
"1273","6055"
"1177","1218"
"1911","4797"
"801","1693"
"1034","3950"
"94","2939"
"158","6361"
"1534","3151"
"398","252"
"33","6108"
"398","2264"
"1566","2590"
"626","3042"
"1935","3672"
"1749","716"
"722","4583"
"1249","3885"
"329","5593"
"174","5918"
"852","6983"
"1074","819"
"636","6715"
"705","715"
"471","4133"
"1818","6830"
"182","695"
"19","2192"
"492","3834"
"891","1022"
"325","3313"
"1808","3781"
"203","6129"
"1995","3060"
"665","5812"
"1722","6255"
"368","3276"
"66","2690"
"1424","1690"
"99","3737"
"1372","889"
"865","6198"
"578","2848"
"738","1176"
"997","4670"
"1841","81"
"532","6370"
"1768","3434"
"1913","128"
"1203","5258"
"57","3268"
"1154","6620"
"507","4083"
"1539","5528"
"426","5554"
"790","5764"
"234","7179"
"27","769"
"1671","3159"
"1448","5702"
"1662","4972"
"88","1931"
"592","1160"
"1341","2494"
"1469","3179"
"1824","3323"
"108","5215"
"406","7161"
"1167","3811"
"1136","3675"
"1254","6550"
"1258","312"
"1466","5246"
"1819","2889"
"712","5302"
"1629","5533"
"1824","5489"
"1458","3135"
"121","5451"
"1150","67"
"855","7197"
"101","5543"
"1453","3354"
"874","3521"
"1045","3561"
"1924","6457"
"1165","428"
"1772","4171"
"1416","4988"
"1964","4953"
"208","6277"
"914","2652"
"1204","7127"
"1693","6785"
"571","1630"
"81","126"
"1829","6479"
"356","2156"
"727","5145"
"1157","630"
"113","2343"
"884","645"
"738","2946"
"1801","1668"
"802","4291"
"969","2953"
"1695","1460"
"1581","2687"
"870","2542"
"1464","3784"
"1092","3977"
"1493","5812"
"380","3948"
"1201","3877"
"783","4045"
"1535","2550"
"582","3540"
"104","556"
"768","3558"
"1284","98"
"1323","1366"
"1139","2585"
"1710","7088"
"473","5059"
"540","3641"
"1840","2309"
"488","4060"
"1324","6793"
"46","4263"
"1646","4336"
"445","6513"
"1211","607"
"239","3516"
"1350","4805"
"564","775"
"1084","1454"
"1543","4381"
"1373","759"
"197","1832"
"1125","2071"
"288","357"
"1100","5580"
"1624","5515"
"1037","4535"
"1727","3498"
"1031","3385"
"1658","5623"
"1906","3896"
"270","7192"
"667","3168"
"357","250"
"949","6443"
"1622","4998"
"1642","5805"
"673","4461"
"1891","5502"
"310","3233"
"369","7022"
"1759","5957"
"1164","925"
"1034","5238"
"862","4969"
"262","6667"
"511","5844"
"211","4423"
"968","2036"
"697","5595"
"1665","6752"
"245","3236"
"320","6985"
"212","4773"
"182","3021"
"1936","3309"
"403","2658"
"1276","4142"
"126","2712"
"883","58"
"361","6688"
"430","2606"
"1009","5918"
"1152","2711"
"1065","3688"
"1537","1284"
"81","2804"
"484","1851"
"625","6640"
"1709","4921"
"1119","5602"
"1792","4878"
"501","5321"
"379","7188"
"601","1459"
"1641","2153"
"734","6897"
"1981","5289"
"632","4618"
"1392","961"
"1081","4463"
"1898","4557"
"809","3985"
"535","3480"
"1118","2119"
"374","3700"
"1086","6291"
"365","1221"
"1303","764"
"1423","4442"
"665","6118"
"1388","4728"
"1087","3858"
"578","440"
"571","7029"
"279","4258"
"1952","4522"
"81","20"
"960","7198"
"58","2186"
"471","7172"
"1225","213"
"1130","7032"
"88","658"
"1533","1022"
"1147","2719"
"702","207"
"122","1188"
"1808","5070"
"700","5083"
"13","158"
"1542","6113"
"1400","1219"
"372","5038"
"1823","5468"
"1073","6942"
"1028","4109"
"1980","6879"
"247","7108"
"1057","7133"
"253","5945"
"801","1377"
"158","817"
"1295","627"
"1248","256"
"263","3668"
"1308","5809"
"1744","1284"
"1556","511"
"1143","3509"
"1083","2213"
"1551","7216"
"1940","712"
"96","1759"
"72","4841"
"1716","2718"
"295","274"
"1461","5987"
"1965","485"
"600","6922"
"1059","6080"
"1023","478"
"710","448"
"224","323"
"1913","81"
"673","6788"
"1160","6611"
"1298","453"
"831","3768"
"699","4996"
"1383","7267"
"1735","5627"
"729","5549"
"710","6134"
"1202","782"
"1365","3029"
"948","5486"
"740","5747"
"261","4314"
"632","6858"
"375","885"
"409","5276"
"821","6148"
"1170","3222"
"976","6329"
"349","5443"
"1422","981"
"821","189"
"313","6224"
"1586","2317"
"1105","6104"
"1447","5289"
"618","2461"
"27","7236"
"1922","1574"
"259","1645"
"1449","5465"
"1132","6413"
"905","4388"
"691","6452"
"780","1431"
"492","6005"
"80","1021"
"1712","5799"
"569","3006"
"1780","511"
"31","995"
"1778","5167"
"1834","2204"
"960","4148"
"1905","4741"
"966","3082"
"994","7016"
"1574","3264"
"1134","3892"
"995","2535"
"1251","581"
"1986","1221"
"604","1414"
"1506","4964"
"1468","6857"
"1013","5516"
"102","6383"
"254","1310"
"1773","468"
"1514","1302"
"287","3346"
"528","4059"
"578","4201"
"1587","5167"
"416","192"
"1373","6284"
"61","6011"
"1876","2536"
"1679","2599"
"383","2093"
"907","6121"
"132","6100"
"1007","5166"
"1107","2470"
"787","1134"
"616","6562"
"1973","4617"
"1772","5745"
"617","3208"
"1248","7188"
"741","300"
"1198","6286"
"441","3821"
"762","6601"
"1191","2325"
"40","6575"
"925","6862"
"1279","991"
"1089","1889"
"1677","6919"
"1121","4602"
"533","2949"
"1110","2267"
"418","3114"
"1180","1440"
"1602","6461"
"798","3836"
"774","5412"
"1641","6289"
"1586","1926"
"1506","1553"
"1717","6107"
"1726","3177"
"834","2529"
"1879","1441"
"1423","6211"
"64","6016"
"1558","6688"
"348","1818"
"55","1067"
"339","743"
"760","7192"
"451","3273"
"972","267"
"1193","1840"
"1489","5880"
"1255","3583"
"733","7004"
"1362","3227"
"800","7018"
"861","3532"
"699","148"
"692","6626"
"488","1040"
"1550","5674"
"1563","152"
"1802","2996"
"1041","1974"
"1512","6778"
"1984","3711"
"341","6401"
"228","3380"
"1036","4802"
"570","4374"
"1533","915"
"1712","83"
"1685","396"
"742","3728"
"1354","5391"
"50","6143"
"1652","658"
"1416","5346"
"1412","806"
"1566","157"
"1055","1204"
"207","6016"
"1267","2775"
"285","6309"
"1135","2116"
"1249","927"
"833","3933"
"992","4066"
"1093","960"
"283","6220"
"1771","1858"
"145","3652"
"1333","4155"
"1710","4439"
"124","3260"
"1697","3679"
"504","1093"
"1649","2432"
"1991","5099"
"1045","1060"
"1359","960"
"560","6424"
"1534","2785"
"985","3540"
"1136","7284"
"1372","4189"
"1878","4942"
"1815","4523"
"230","6346"
"67","2191"
"1606","3590"
"749","3105"
"1482","3031"
"1989","6582"
"1454","4224"
"1842","645"
"298","6170"
"32","3147"
"1806","3177"
"1138","1239"
"582","2277"
"32","1948"
"921","6156"
"1088","6752"
"557","4771"
"1785","5578"
"232","2295"
"120","3953"
"658","4591"
"560","4693"
"1633","5633"
"991","2887"
"1129","1056"
"1982","3360"
"821","3486"
"1230","1978"
"1544","491"
"1841","6358"
"532","5987"
"1509","1032"
"1672","6468"
"60","4715"
"1077","1238"
"691","6989"
"1308","6967"
"1644","5055"
"1456","3392"
"745","2025"
"1021","5533"
"1219","927"
"798","4136"
"1154","2435"
"1633","2016"
"839","6406"
"1928","5765"
"517","3943"
"667","5059"
"893","3541"
"1580","5652"
"300","2383"
"1348","5357"
"850","6209"
"374","3927"
"606","1908"
"1231","5100"
"1704","3511"
"558","440"
"533","5897"
"1904","5146"
"564","1099"
"823","884"
"553","5531"
"937","3569"
"350","306"
"1120","738"
"465","1191"
"23","1112"
"1194","1157"
"1179","4583"
"266","6033"
"630","3113"
"362","1426"
"1161","3592"
"1113","7021"
"420","1960"
"1778","4585"
"1929","1705"
"694","3300"
"1791","2794"
"1128","3228"
"1850","170"
"1612","3778"
"1518","3595"
"799","2737"
"880","2406"
"1969","2607"
"1172","6327"
"792","2169"
"1923","3156"
"13","1607"
"967","113"
"24","786"
"605","6821"
"1751","2366"
"620","4739"
"415","5057"
"128","5182"
"577","1222"
"41","6766"
"644","6029"
"622","6811"
"988","4852"
"333","4829"
"1583","4148"
"659","4133"
"1301","2294"
"1502","7157"
"1491","6544"
"147","5064"
"1526","5359"
"1449","3877"
"1810","5211"
"1328","1159"
"1596","1314"
"1828","5445"
"1246","4170"
"1716","5506"
"354","1450"
"483","333"
"359","6149"
"70","5293"
"474","5604"
"1964","4513"
"58","4225"
"401","2798"
"301","5858"
"657","4998"
"1656","2651"
"381","5133"
"1052","286"
"391","3017"
"1725","2382"
"1500","1563"
"192","2475"
"1712","863"
"1342","6510"
"12","744"
"1569","3397"
"737","3993"
"778","3507"
"122","6953"
"1156","2995"
"167","3045"
"57","7236"
"847","374"
"787","113"
"797","6647"
"989","6722"
"1169","495"
"727","1896"
"108","7272"
"498","7210"
"217","2976"
"1986","3761"
"78","6544"
"1827","1249"
"857","1244"
"948","2060"
"1244","2908"
"1011","4498"
"43","2406"
"798","6650"
"1831","6768"
"193","6399"
"296","999"
"335","3210"
"1116","795"
"155","1502"
"1400","3970"
"1741","3035"
"955","4951"
"1232","114"
"1520","2893"
"1158","7087"
"654","1330"
"1092","4212"
"875","6866"
"1747","1468"
"1980","568"
"1124","4166"
"569","840"
"1206","3942"
"480","1781"
"87","2542"
"8","6239"
"31","2822"
"215","1533"
"606","2629"
"1775","3920"
"1568","417"
"1076","7272"
"1777","5982"
"708","2451"
"1296","2684"
"1948","5467"
"114","3018"
"1037","6862"
"1836","5341"
"11","2413"
"1718","207"
"1114","3058"
"1616","1374"
"1153","4085"
"1240","6951"
"1269","5279"
"214","1768"
"1091","1998"
"1367","4425"
"1533","4765"
"1960","4088"
"792","1601"
"1337","5354"
"345","6872"
"247","4545"
"905","625"
"1277","3798"
"268","3245"
"30","7024"
"1252","1650"
"1538","1915"
"1588","2747"
"637","2275"
"1822","2833"
"545","805"
"1861","6740"
"1469","3187"
"1795","1013"
"1161","3620"
"1210","2585"
"520","3391"
"1423","2942"
"1732","3198"
"760","4682"
"1735","2507"
"1712","228"
"1457","585"
"37","4997"
"49","3932"
"1423","3795"
"236","1707"
"145","289"
"775","4939"
"1697","6796"
"302","2480"
"1040","1056"
"322","464"
"1514","192"
"1680","6778"
"1220","6016"
"1423","6990"
"1979","2678"
"1376","6244"
"1638","359"
"1927","6316"
"983","685"
"703","1629"
"340","5623"
"1004","2935"
"1779","3656"
"1243","958"
"572","1317"
"1375","1447"
"79","5223"
"553","3811"
"554","1058"
"1865","271"
"1181","6611"
"1135","4613"
"1599","806"
"858","484"
"165","5998"
"1947","3080"
"568","2054"
"1735","611"
"988","6523"
"235","5603"
"1307","2878"
"495","651"
"1790","2412"
"1024","425"
"1983","700"
"1807","4006"
"1512","3761"
"478","7213"
"576","4211"
"1423","5922"
"1838","591"
"714","6023"
"39","1973"
"1501","697"
"1476","6456"
"1034","1791"
"547","4957"
"317","730"
"135","5491"
"1476","2055"
"1377","5465"
"596","3469"
